value,method
11.430619,normal
11.344878,normal
11.244992,normal
11.145939,normal
11.057409,normal
10.994064,normal
11.478396,normal
11.606955,normal
11.567959,normal
11.488517,normal
11.397678,normal
11.30393,normal
11.218749,normal
11.135396,normal
11.055506,normal
10.996849,normal
11.49938,normal
11.599762,normal
11.554441,normal
11.491165,normal
11.417491,normal
11.337354,normal
11.25141,normal
11.155583,normal
11.06597,normal
10.990254,normal
11.409164,normal
11.596366,normal
11.566512,normal
11.489407,normal
11.398821,normal
11.306229,normal
11.218881,normal
11.137768,normal
11.05776,normal
10.989973,normal
11.461583,normal
11.62294,normal
11.57295,normal
11.501318,normal
11.427195,normal
11.347943,normal
11.262095,normal
11.168643,normal
11.074804,normal
10.991494,normal
11.39991,normal
11.609978,normal
11.581224,normal
11.514071,normal
11.422899,normal
11.329418,normal
11.24299,normal
11.158947,normal
11.077887,normal
11.001191,normal
11.296584,normal
11.593566,normal
11.555955,normal
11.482775,normal
11.410351,normal
11.33219,normal
11.249671,normal
11.165842,normal
11.083971,normal
11.001967,normal
11.29891,normal
11.599768,normal
11.581087,normal
11.522533,normal
11.450521,normal
11.360197,normal
11.264207,normal
11.172494,normal
11.092382,normal
11.015831,normal
11.211775,normal
11.618344,normal
11.599479,normal
11.525252,normal
11.441923,normal
11.362084,normal
11.281186,normal
11.19558,normal
11.110909,normal
11.025179,normal
11.139999,normal
11.554932,normal
11.559138,normal
11.507777,normal
11.437575,normal
11.358732,normal
11.275949,normal
11.185348,normal
11.092264,normal
11.007566,normal
11.258684,normal
11.575769,normal
11.567149,normal
11.50768,normal
11.433544,normal
11.350965,normal
11.253607,normal
11.156447,normal
11.068087,normal
10.993018,normal
11.380981,normal
11.605501,normal
11.579548,normal
11.516732,normal
11.434261,normal
11.335667,normal
11.239766,normal
11.153395,normal
11.075824,normal
11.000482,normal
11.3108,normal
11.616788,normal
11.582505,normal
11.502385,normal
11.413308,normal
11.329633,normal
11.24692,normal
11.163178,normal
11.08148,normal
11.002505,normal
11.299974,normal
11.593149,normal
11.556484,normal
11.49234,normal
11.419304,normal
11.339676,normal
11.255154,normal
11.171042,normal
11.080383,normal
10.993994,normal
11.37617,normal
11.587876,normal
11.566089,normal
11.505416,normal
11.431586,normal
11.346996,normal
11.259817,normal
11.162904,normal
11.071334,normal
10.991238,normal
11.422042,normal
11.599703,normal
11.570089,normal
11.505696,normal
11.417438,normal
11.32193,normal
11.228604,normal
11.143517,normal
11.067271,normal
10.995375,normal
11.375888,normal
11.625185,normal
11.596659,normal
11.519363,normal
11.432623,normal
11.342807,normal
11.25752,normal
11.177679,normal
11.097891,normal
11.022366,normal
11.15417,normal
11.608421,normal
11.59792,normal
11.528567,normal
11.445766,normal
11.365811,normal
11.28786,normal
11.206733,normal
11.125664,normal
11.049118,normal
11.003564,normal
11.529635,normal
11.618239,normal
11.563881,normal
11.484108,normal
11.403339,normal
11.327461,normal
11.247487,normal
11.165655,normal
11.086832,normal
11.010636,normal
11.235579,normal
11.609928,normal
11.585397,normal
11.514755,normal
11.439202,normal
11.365634,normal
11.287157,normal
11.206562,normal
11.125012,normal
11.048059,normal
11.018871,normal
11.536256,normal
11.593959,normal
11.553072,normal
11.487592,normal
11.413269,normal
11.329639,normal
11.234131,normal
11.141609,normal
11.05588,normal
10.996402,normal
11.461278,normal
11.591784,normal
11.563302,normal
11.500785,normal
11.426239,normal
11.342238,normal
11.245709,normal
11.152983,normal
11.068893,normal
10.99814,normal
11.35946,normal
11.607001,normal
11.584321,normal
11.522238,normal
11.433327,normal
11.340859,normal
11.249412,normal
11.16353,normal
11.087498,normal
11.015216,normal
11.200359,normal
11.611,normal
11.602982,normal
11.53611,normal
11.45073,normal
11.360921,normal
11.275193,normal
11.196821,normal
11.119398,normal
11.044193,normal
11.007716,normal
11.535451,normal
11.614946,normal
11.559279,normal
11.48592,normal
11.413652,normal
11.338054,normal
11.258087,normal
11.177157,normal
11.094672,normal
11.010345,normal
11.253764,normal
11.564924,normal
11.554233,normal
11.499672,normal
11.432077,normal
11.35724,normal
11.277278,normal
11.194661,normal
11.106656,normal
11.02205,normal
11.152725,normal
11.559915,normal
11.574067,normal
11.524812,normal
11.455458,normal
11.379523,normal
11.299199,normal
11.213989,normal
11.12261,normal
11.03928,normal
11.067337,normal
11.535934,normal
11.571543,normal
11.527472,normal
11.46055,normal
11.385465,normal
11.303621,normal
11.209854,normal
11.120121,normal
11.038465,normal
11.030349,normal
11.565255,normal
11.625712,normal
11.585879,normal
11.512549,normal
11.424126,normal
11.332673,normal
11.244363,normal
11.164625,normal
11.092006,normal
11.020097,normal
11.169057,normal
11.606887,normal
11.606293,normal
11.539797,normal
11.457667,normal
11.37158,normal
11.289623,normal
11.214573,normal
11.13848,normal
11.064803,normal
10.994308,normal
11.391031,normal
11.622186,normal
11.580995,normal
11.506488,normal
11.425897,normal
11.351313,normal
11.274267,normal
11.195806,normal
11.118217,normal
11.044993,normal
11.017324,normal
11.545861,normal
11.601131,normal
11.547642,normal
11.481288,normal
11.411654,normal
11.339691,normal
11.261314,normal
11.18205,normal
11.103674,normal
11.022762,normal
11.158385,normal
11.577916,normal
11.584452,normal
11.53552,normal
11.468266,normal
11.394721,normal
11.310486,normal
11.215017,normal
11.127084,normal
11.046902,normal
11.015291,normal
11.511304,normal
11.585971,normal
11.547747,normal
11.483776,normal
11.406838,normal
11.315178,normal
11.219919,normal
11.131684,normal
11.057168,normal
10.991696,normal
11.436945,normal
11.613255,normal
11.580193,normal
11.502653,normal
11.416048,normal
11.325204,normal
11.238853,normal
11.163645,normal
11.088761,normal
11.017155,normal
11.174046,normal
11.626682,normal
11.625376,normal
11.560134,normal
11.477701,normal
11.389382,normal
11.306354,normal
11.228687,normal
11.152027,normal
11.076885,normal
11.006427,normal
11.268822,normal
11.644581,normal
11.619717,normal
11.547729,normal
11.466774,normal
11.385655,normal
11.309591,normal
11.232384,normal
11.154577,normal
11.077795,normal
11.007161,normal
11.268682,normal
11.611868,normal
11.58274,normal
11.517674,normal
11.450136,normal
11.376111,normal
11.297705,normal
11.218173,normal
11.135241,normal
11.047533,normal
11.022755,normal
11.515161,normal
11.570918,normal
11.533402,normal
11.470259,normal
11.397722,normal
11.318453,normal
11.23765,normal
11.153985,normal
11.067582,normal
10.992942,normal
11.424761,normal
11.566752,normal
11.539378,normal
11.477375,normal
11.402548,normal
11.324038,normal
11.242465,normal
11.152371,normal
11.062672,normal
10.995548,normal
11.450344,normal
11.577971,normal
11.545925,normal
11.482682,normal
11.410022,normal
11.330178,normal
11.242693,normal
11.148083,normal
11.060294,normal
10.992826,normal
11.442453,normal
11.596414,normal
11.566104,normal
11.502877,normal
11.421084,normal
11.324875,normal
11.232941,normal
11.146897,normal
11.070378,normal
11.000396,normal
11.327491,normal
11.618142,normal
11.598464,normal
11.537096,normal
11.451228,normal
11.359559,normal
11.269732,normal
11.187623,normal
11.112755,normal
11.040988,normal
11.026325,normal
11.571281,normal
11.627695,normal
11.576348,normal
11.493397,normal
11.406366,normal
11.322224,normal
11.24453,normal
11.167037,normal
11.089009,normal
11.017628,normal
11.183712,normal
11.621685,normal
11.607874,normal
11.543326,normal
11.469043,normal
11.398095,normal
11.323125,normal
11.245512,normal
11.166634,normal
11.090221,normal
11.013691,normal
11.222748,normal
11.585456,normal
11.570977,normal
11.519078,normal
11.451875,normal
11.376287,normal
11.29738,normal
11.21521,normal
11.12377,normal
11.040115,normal
11.05495,normal
11.535913,normal
11.578688,normal
11.538363,normal
11.474045,normal
11.401199,normal
11.322816,normal
11.240504,normal
11.147012,normal
11.061288,normal
10.993556,normal
11.446833,normal
11.589786,normal
11.562504,normal
11.500189,normal
11.427586,normal
11.344874,normal
11.251631,normal
11.161378,normal
11.078678,normal
11.006187,normal
11.268378,normal
11.59467,normal
11.584803,normal
11.528424,normal
11.456231,normal
11.369778,normal
11.275888,normal
11.184166,normal
11.099478,normal
11.029073,normal
11.099004,normal
11.575314,normal
11.598002,normal
11.550957,normal
11.485648,normal
11.401517,normal
11.305501,normal
11.21235,normal
11.126665,normal
11.054088,normal
10.99251,normal
11.456639,normal
11.610597,normal
11.579324,normal
11.514953,normal
11.427502,normal
11.333903,normal
11.240624,normal
11.160806,normal
11.086367,normal
11.014002,normal
11.212281,normal
11.622578,normal
11.615275,normal
11.54719,normal
11.462144,normal
11.374353,normal
11.2905,normal
11.212593,normal
11.136642,normal
11.062412,normal
10.99404,normal
11.421486,normal
11.622038,normal
11.576292,normal
11.501296,normal
11.416408,normal
11.339399,normal
11.263354,normal
11.18731,normal
11.110442,normal
11.037585,normal
11.037772,normal
11.578252,normal
11.615069,normal
11.554892,normal
11.47664,normal
11.402497,normal
11.329209,normal
11.252466,normal
11.175462,normal
11.099265,normal
11.025784,normal
11.131185,normal
11.582193,normal
11.577855,normal
11.521289,normal
11.456137,normal
11.386874,normal
11.309355,normal
11.231952,normal
11.153384,normal
11.074576,normal
10.995182,normal
11.362324,normal
11.592156,normal
11.574324,normal
11.515181,normal
11.446538,normal
11.373157,normal
11.289323,normal
11.197917,normal
11.111074,normal
11.032348,normal
11.09027,normal
11.545436,normal
11.572604,normal
11.526629,normal
11.461572,normal
11.387935,normal
11.307093,normal
11.217368,normal
11.12746,normal
11.046103,normal
11.013072,normal
11.502653,normal
11.589527,normal
11.554068,normal
11.489407,normal
11.413612,normal
11.321913,normal
11.228913,normal
11.142782,normal
11.064802,normal
10.999944,normal
11.330145,normal
11.598716,normal
11.57948,normal
11.521971,normal
11.448507,normal
11.358405,normal
11.264977,normal
11.17829,normal
11.098322,normal
11.028688,normal
11.087781,normal
11.590874,normal
11.612964,normal
11.564725,normal
11.481992,normal
11.395872,normal
11.307235,normal
11.225857,normal
11.153308,normal
11.083295,normal
11.015493,normal
11.200876,normal
11.610702,normal
11.611176,normal
11.554071,normal
11.469791,normal
11.382873,normal
11.297332,normal
11.218517,normal
11.145259,normal
11.074141,normal
11.004828,normal
11.298319,normal
11.619679,normal
11.595367,normal
11.522633,normal
11.439426,normal
11.356864,normal
11.282541,normal
11.207759,normal
11.133305,normal
11.059405,normal
10.993006,normal
11.408954,normal
11.618147,normal
11.574564,normal
11.4983,normal
11.419167,normal
11.346207,normal
11.270964,normal
11.192822,normal
11.116611,normal
11.043337,normal
11.01457,normal
11.535778,normal
11.600493,normal
11.546592,normal
11.47604,normal
11.406525,normal
11.333927,normal
11.258245,normal
11.181879,normal
11.106361,normal
11.031809,normal
11.075083,normal
11.58258,normal
11.591227,normal
11.536614,normal
11.471063,normal
11.401783,normal
11.326103,normal
11.248598,normal
11.169749,normal
11.092488,normal
11.015598,normal
11.19982,normal
11.598179,normal
11.588563,normal
11.539643,normal
11.472899,normal
11.399673,normal
11.320313,normal
11.24002,normal
11.151131,normal
11.065283,normal
10.990977,normal
11.413107,normal
11.586214,normal
11.562449,normal
11.499077,normal
11.428245,normal
11.348557,normal
11.255382,normal
11.162983,normal
11.076879,normal
11.002996,normal
11.300493,normal
11.585737,normal
11.572808,normal
11.515727,normal
11.445591,normal
11.368274,normal
11.27455,normal
11.182285,normal
11.095749,normal
11.021976,normal
11.143843,normal
11.570113,normal
11.581656,normal
11.53229,normal
11.461798,normal
11.382059,normal
11.286754,normal
11.19257,normal
11.106208,normal
11.030436,normal
11.077917,normal
11.550928,normal
11.584658,normal
11.539269,normal
11.471087,normal
11.388837,normal
11.294059,normal
11.199866,normal
11.11505,normal
11.04023,normal
11.021253,normal
11.533038,normal
11.602329,normal
11.563714,normal
11.496867,normal
11.409031,normal
11.313178,normal
11.223028,normal
11.143442,normal
11.067677,normal
10.99636,normal
11.362675,normal
11.632752,normal
11.593774,normal
11.5208,normal
11.450274,normal
11.37408,normal
11.294273,normal
11.2129,normal
11.130714,normal
11.043904,normal
11.055797,normal
11.535442,normal
11.562148,normal
11.518763,normal
11.454184,normal
11.37991,normal
11.299985,normal
11.220683,normal
11.13906,normal
11.057063,normal
11.000401,normal
11.513021,normal
11.600395,normal
11.563959,normal
11.504842,normal
11.432382,normal
11.356106,normal
11.273678,normal
11.192457,normal
11.110144,normal
11.023857,normal
11.15591,normal
11.565998,normal
11.572341,normal
11.524371,normal
11.458789,normal
11.384314,normal
11.306345,normal
11.225934,normal
11.141263,normal
11.05243,normal
11.013246,normal
11.484122,normal
11.558156,normal
11.522727,normal
11.459774,normal
11.388258,normal
11.310642,normal
11.230333,normal
11.149374,normal
11.066491,normal
10.994123,normal
11.427723,normal
11.562392,normal
11.537282,normal
11.47532,normal
11.40365,normal
11.325813,normal
11.244168,normal
11.154706,normal
11.067446,normal
10.991738,normal
11.407338,normal
11.576106,normal
11.550413,normal
11.488208,normal
11.416292,normal
11.336514,normal
11.250193,normal
11.156583,normal
11.071959,normal
10.995548,normal
11.357974,normal
11.574584,normal
11.553256,normal
11.492792,normal
11.417882,normal
11.332006,normal
11.235638,normal
11.145046,normal
11.060636,normal
10.996093,normal
11.430037,normal
11.579388,normal
11.549479,normal
11.484883,normal
11.408224,normal
11.323059,normal
11.226416,normal
11.134442,normal
11.048679,normal
11.014444,normal
11.492121,normal
11.568347,normal
11.527193,normal
11.458474,normal
11.379582,normal
11.294271,normal
11.197946,normal
11.108201,normal
11.024772,normal
11.145376,normal
11.5618,normal
11.572556,normal
11.521009,normal
11.448936,normal
11.368289,normal
11.278814,normal
11.182061,normal
11.09258,normal
11.010081,normal
11.244856,normal
11.579045,normal
11.570384,normal
11.513429,normal
11.441169,normal
11.361677,normal
11.276567,normal
11.179803,normal
11.089805,normal
11.009185,normal
11.254426,normal
11.570121,normal
11.559088,normal
11.501642,normal
11.425331,normal
11.343822,normal
11.252024,normal
11.311164,normal
11.068976,normal
10.992102,normal
11.387519,normal
11.587375,normal
11.562984,normal
11.502219,normal
11.429319,normal
11.349712,normal
11.267017,normal
11.180647,normal
11.089412,normal
11.00804,normal
11.245523,normal
11.570504,normal
11.561231,normal
11.505269,normal
11.433767,normal
11.355302,normal
11.274379,normal
11.183947,normal
11.091692,normal
11.008387,normal
11.235065,normal
11.563422,normal
11.554625,normal
11.499664,normal
11.42895,normal
11.348423,normal
11.264913,normal
11.172781,normal
11.082107,normal
10.999798,normal
11.310084,normal
11.577873,normal
11.560423,normal
11.497442,normal
11.425385,normal
11.343074,normal
11.257824,normal
11.16413,normal
11.07222,normal
10.993185,normal
11.365676,normal
11.574387,normal
11.551219,normal
11.490468,normal
11.416,normal
11.33604,normal
11.252571,normal
11.165863,normal
11.074764,normal
10.994551,normal
11.383851,normal
11.559638,normal
11.533648,normal
11.467788,normal
11.392261,normal
11.308848,normal
11.223178,normal
11.129706,normal
11.040059,normal
11.06241,normal
11.525353,normal
11.562925,normal
11.517217,normal
11.449051,normal
11.370321,normal
11.287143,normal
11.201948,normal
11.110192,normal
11.02171,normal
11.157175,normal
11.539736,normal
11.542727,normal
11.489574,normal
11.41894,normal
11.338442,normal
11.253703,normal
11.169036,normal
11.088058,normal
11.004087,normal
11.298601,normal
11.584509,normal
11.556273,normal
11.495044,normal
11.424529,normal
11.348575,normal
11.266484,normal
11.184894,normal
11.104904,normal
11.023067,normal
11.159552,normal
11.591456,normal
11.587848,normal
11.536182,normal
11.471613,normal
11.396299,normal
11.315529,normal
11.232237,normal
11.151131,normal
11.067352,normal
10.991826,normal
11.41878,normal
11.572067,normal
11.541708,normal
11.479455,normal
11.405904,normal
11.326149,normal
11.243668,normal
11.159079,normal
11.071239,normal
10.993261,normal
11.390209,normal
11.560618,normal
11.534467,normal
11.472812,normal
11.399371,normal
11.320243,normal
11.237814,normal
11.15465,normal
11.070382,normal
10.993459,normal
11.380904,normal
11.559579,normal
11.535526,normal
11.473135,normal
11.399024,normal
11.319244,normal
11.2366,normal
11.147638,normal
11.061336,normal
10.994716,normal
11.436041,normal
11.562212,normal
11.531906,normal
11.46819,normal
11.393276,normal
11.312683,normal
11.230648,normal
11.146215,normal
11.058267,normal
10.997927,normal
11.453833,normal
11.567834,normal
11.534836,normal
11.46971,normal
11.395221,normal
11.315327,normal
11.233666,normal
11.150078,normal
11.062159,normal
10.999503,normal
11.434785,normal
11.54789,normal
11.512936,normal
11.446256,normal
11.370178,normal
11.289391,normal
11.206011,normal
11.125449,normal
11.041621,normal
11.049469,normal
11.528401,normal
11.563477,normal
11.519745,normal
11.452096,normal
11.375634,normal
11.293916,normal
11.211477,normal
11.127319,normal
11.039859,normal
11.054785,normal
11.518394,normal
11.55414,normal
11.508719,normal
11.439564,normal
11.362624,normal
11.280794,normal
11.195207,normal
11.110108,normal
11.02396,normal
11.141888,normal
11.545306,normal
11.555247,normal
11.504545,normal
11.432849,normal
11.353118,normal
11.271099,normal
11.186553,normal
11.102067,normal
11.015493,normal
11.20505,normal
11.547004,normal
11.540462,normal
11.485618,normal
11.414356,normal
11.336067,normal
11.2541,normal
11.17113,normal
11.087976,normal
11.005239,normal
11.277606,normal
11.566027,normal
11.552142,normal
11.494592,normal
11.422435,normal
11.343536,normal
11.262023,normal
11.180758,normal
11.095368,normal
11.011433,normal
11.222487,normal
11.545387,normal
11.53821,normal
11.481114,normal
11.410466,normal
11.331716,normal
11.252152,normal
11.172314,normal
11.088485,normal
11.006903,normal
11.256129,normal
11.569846,normal
11.559172,normal
11.500507,normal
11.427054,normal
11.349211,normal
11.264434,normal
11.171662,normal
11.084089,normal
11.006541,normal
11.280516,normal
11.584779,normal
11.573926,normal
11.516546,normal
11.444877,normal
11.365666,normal
11.282268,normal
11.188489,normal
11.101993,normal
11.023525,normal
11.1189,normal
11.560535,normal
11.580718,normal
11.534886,normal
11.470712,normal
11.399081,normal
11.324952,normal
11.251429,normal
11.177855,normal
11.1078,normal
11.040065,normal
11.016032,normal
11.484476,normal
11.560349,normal
11.520659,normal
11.456991,normal
11.385227,normal
11.312381,normal
11.239184,normal
11.169746,normal
11.103752,normal
11.041562,normal
10.996123,normal
11.430894,normal
11.558787,normal
11.525512,normal
11.461967,normal
11.391502,normal
11.319592,normal
11.248427,normal
11.179843,normal
11.115886,normal
11.055542,normal
11.000264,normal
11.262965,normal
11.544664,normal
11.526912,normal
11.467383,normal
11.399574,normal
11.329005,normal
11.260944,normal
11.195433,normal
11.132265,normal
11.074629,normal
11.021399,normal
11.0534,normal
11.514936,normal
11.550792,normal
11.504128,normal
11.439205,normal
11.37051,normal
11.302504,normal
11.236644,normal
11.175681,normal
11.116868,normal
11.063369,normal
11.013907,normal
11.102928,normal
11.527734,normal
11.542013,normal
11.491077,normal
11.427162,normal
11.361565,normal
11.296084,normal
11.234512,normal
11.17612,normal
11.121836,normal
11.071186,normal
11.025211,normal
10.999306,normal
11.44357,normal
11.550698,normal
11.512835,normal
11.437429,normal
11.360734,normal
11.290059,normal
11.221005,normal
11.16343,normal
11.110574,normal
11.060687,normal
11.013021,normal
11.12084,normal
11.536285,normal
11.533842,normal
11.47123,normal
11.398582,normal
11.330936,normal
11.268773,normal
11.209569,normal
11.153867,normal
11.100569,normal
11.053478,normal
11.008427,normal
11.1398,normal
11.499077,normal
11.511421,normal
11.463322,normal
11.401547,normal
11.339063,normal
11.277179,normal
11.220295,normal
11.16562,normal
11.114103,normal
11.06638,normal
11.020181,normal
11.031944,normal
11.43733,normal
11.493355,normal
11.452898,normal
11.391229,normal
11.329887,normal
11.269384,normal
11.211817,normal
11.15762,normal
11.106947,normal
11.061459,normal
11.018588,normal
11.039295,normal
11.434081,normal
11.481722,normal
11.438104,normal
11.374161,normal
11.304924,normal
11.229818,normal
11.164026,normal
11.10426,normal
11.050216,normal
11.002843,normal
11.187923,normal
11.496185,normal
11.496128,normal
11.445056,normal
11.384164,normal
11.323612,normal
11.263966,normal
11.207528,normal
11.155737,normal
11.106381,normal
11.061571,normal
11.018736,normal
11.030511,normal
11.432984,normal
11.494039,normal
11.453201,normal
11.391666,normal
11.326303,normal
11.263696,normal
11.198491,normal
11.132096,normal
11.073723,normal
11.019404,normal
11.059288,normal
11.446234,normal
11.48017,normal
11.438039,normal
11.378337,normal
11.315945,normal
11.252984,normal
11.191741,normal
11.132233,normal
11.075624,normal
11.019748,normal
11.080209,normal
11.534509,normal
11.543945,normal
11.488183,normal
11.415281,normal
11.344361,normal
11.281599,normal
11.220556,normal
11.164107,normal
11.110497,normal
11.059752,normal
11.013217,normal
11.10126,normal
11.483605,normal
11.508983,normal
11.463341,normal
11.404087,normal
11.343101,normal
11.280849,normal
11.22318,normal
11.166754,normal
11.114673,normal
11.067076,normal
11.022175,normal
11.019422,normal
11.41886,normal
11.49508,normal
11.458399,normal
11.399215,normal
11.337505,normal
11.276235,normal
11.219618,normal
11.165684,normal
11.114292,normal
11.067477,normal
11.02366,normal
11.006655,normal
11.38945,normal
11.485906,normal
11.451732,normal
11.39212,normal
11.327846,normal
11.26418,normal
11.201716,normal
11.140924,normal
11.07995,normal
11.024817,normal
11.034182,normal
11.434504,normal
11.476766,normal
11.426007,normal
11.361492,normal
11.301039,normal
11.243917,normal
11.188691,normal
11.136524,normal
11.087936,normal
11.04212,normal
10.998902,normal
11.23225,normal
11.499404,normal
11.493489,normal
11.444095,normal
11.384316,normal
11.324746,normal
11.267411,normal
11.212477,normal
11.159959,normal
11.111428,normal
11.06566,normal
11.02266,normal
11.008508,normal
11.393583,normal
11.490755,normal
11.458388,normal
11.40146,normal
11.339672,normal
11.278406,normal
11.217029,normal
11.159295,normal
11.104413,normal
11.050345,normal
10.999491,normal
11.252611,normal
11.52636,normal
11.498174,normal
11.43228,normal
11.360044,normal
11.289809,normal
11.228334,normal
11.172081,normal
11.12151,normal
11.073074,normal
11.02825,normal
10.995457,normal
11.354319,normal
11.495747,normal
11.470286,normal
11.413751,normal
11.354764,normal
11.294275,normal
11.238092,normal
11.182261,normal
11.132039,normal
11.086045,normal
11.041659,normal
11.001538,normal
11.185532,normal
11.478663,normal
11.479832,normal
11.428655,normal
11.366205,normal
11.301462,normal
11.240427,normal
11.180384,normal
11.121715,normal
11.064606,normal
11.00956,normal
11.138884,normal
11.50704,normal
11.500098,normal
11.439946,normal
11.370787,normal
11.307839,normal
11.246661,normal
11.18849,normal
11.134206,normal
11.083243,normal
11.036382,normal
10.992933,normal
11.309235,normal
11.503369,normal
11.481899,normal
11.424046,normal
11.360616,normal
11.297853,normal
11.238055,normal
11.181661,normal
11.129104,normal
11.079527,normal
11.035082,normal
10.994036,normal
11.306561,normal
11.48782,normal
11.461173,normal
11.399121,normal
11.32988,normal
11.262702,normal
11.195202,normal
11.128981,normal
11.069096,normal
11.016051,normal
11.094297,normal
11.4637,normal
11.476739,normal
11.425581,normal
11.362874,normal
11.298796,normal
11.233326,normal
11.173059,normal
11.114014,normal
11.057423,normal
11.002522,normal
11.241397,normal
11.567581,normal
11.535653,normal
11.465928,normal
11.387931,normal
11.313998,normal
11.24219,normal
11.180393,normal
11.126328,normal
11.074256,normal
11.027304,normal
11.004121,normal
11.400235,normal
11.505258,normal
11.474075,normal
11.41693,normal
11.356513,normal
11.29715,normal
11.237865,normal
11.182866,normal
11.132522,normal
11.082892,normal
11.038964,normal
10.996005,normal
11.26586,normal
11.495416,normal
11.482135,normal
11.428072,normal
11.368854,normal
11.30971,normal
11.250613,normal
11.195887,normal
11.145277,normal
11.097825,normal
11.053056,normal
11.010034,normal
11.090019,normal
11.46077,normal
11.490956,normal
11.448446,normal
11.390971,normal
11.332207,normal
11.274326,normal
11.220665,normal
11.168195,normal
11.11851,normal
11.073805,normal
11.031721,normal
10.99329,normal
11.304012,normal
11.483123,normal
11.460721,normal
11.401613,normal
11.337277,normal
11.272935,normal
11.210922,normal
11.149126,normal
11.090223,normal
11.034874,normal
10.996603,normal
11.354631,normal
11.471009,normal
11.431146,normal
11.366627,normal
11.302401,normal
11.242727,normal
11.185034,normal
11.129735,normal
11.075629,normal
11.025518,normal
11.021441,normal
11.516958,normal
11.586153,normal
11.528601,normal
11.447031,normal
11.365356,normal
11.287562,normal
11.214498,normal
11.14711,normal
11.0905,normal
11.039059,normal
10.992988,normal
11.304234,normal
11.513615,normal
11.495002,normal
11.439553,normal
11.378565,normal
11.317381,normal
11.256296,normal
11.197904,normal
11.141364,normal
11.089096,normal
11.040947,normal
10.997771,normal
11.23487,normal
11.492902,normal
11.484277,normal
11.431853,normal
11.372038,normal
11.311912,normal
11.252439,normal
11.195744,normal
11.143966,normal
11.094669,normal
11.049335,normal
11.005377,normal
11.139985,normal
11.473933,normal
11.484407,normal
11.435607,normal
11.373926,normal
11.314779,normal
11.256752,normal
11.202776,normal
11.150471,normal
11.102898,normal
11.058392,normal
11.0169,normal
11.032717,normal
11.429839,normal
11.490954,normal
11.447785,normal
11.384584,normal
11.318532,normal
11.254898,normal
11.19022,normal
11.12562,normal
11.067388,normal
11.016394,normal
11.065077,normal
11.438705,normal
11.469052,normal
11.418471,normal
11.358509,normal
11.297704,normal
11.236217,normal
11.176648,normal
11.118487,normal
11.064899,normal
11.014063,normal
11.119718,normal
11.475731,normal
11.472823,normal
11.404678,normal
11.328539,normal
11.254198,normal
11.184517,normal
11.122636,normal
11.07002,normal
11.020452,normal
11.035869,normal
11.458941,normal
11.522349,normal
11.483371,normal
11.424789,normal
11.362528,normal
11.300971,normal
11.240025,normal
11.183175,normal
11.127709,normal
11.076387,normal
11.030765,normal
10.9942,normal
11.356259,normal
11.505523,normal
11.479183,normal
11.422062,normal
11.3612,normal
11.300109,normal
11.239439,normal
11.183741,normal
11.131101,normal
11.0812,normal
11.035617,normal
10.993411,normal
11.279948,normal
11.493741,normal
11.47427,normal
11.416048,normal
11.350313,normal
11.28362,normal
11.219705,normal
11.157765,normal
11.097302,normal
11.038848,normal
10.994501,normal
11.381792,normal
11.494745,normal
11.451281,normal
11.382228,normal
11.313385,normal
11.249686,normal
11.190664,normal
11.134633,normal
11.080331,normal
11.032116,normal
10.994193,normal
11.367982,normal
11.521147,normal
11.491726,normal
11.431895,normal
11.367647,normal
11.3051,normal
11.242589,normal
11.185205,normal
11.132113,normal
11.080671,normal
11.033073,normal
10.994473,normal
11.340356,normal
11.49287,normal
11.462502,normal
11.399856,normal
11.331515,normal
11.26455,normal
11.197516,normal
11.130115,normal
11.067477,normal
11.010799,normal
11.131072,normal
11.467142,normal
11.465898,normal
11.40764,normal
11.347325,normal
11.283341,normal
11.219738,normal
11.159931,normal
11.106116,normal
11.055963,normal
11.008246,normal
11.146461,normal
11.482915,normal
11.488544,normal
11.434559,normal
11.369773,normal
11.304878,normal
11.242373,normal
11.182631,normal
11.127863,normal
11.077559,normal
11.02986,normal
10.997795,normal
11.358523,normal
11.488549,normal
11.455192,normal
11.389469,normal
11.320174,normal
11.252129,normal
11.184291,normal
11.116149,normal
11.057345,normal
11.002965,normal
11.178301,normal
11.472727,normal
11.461784,normal
11.40538,normal
11.342037,normal
11.277679,normal
11.216735,normal
11.157526,normal
11.103619,normal
11.05402,normal
11.007872,normal
11.139224,normal
11.499888,normal
11.511879,normal
11.459835,normal
11.39777,normal
11.333851,normal
11.271323,normal
11.211108,normal
11.155612,normal
11.104638,normal
11.057058,normal
11.013094,normal
11.094058,normal
11.456663,normal
11.478481,normal
11.427696,normal
11.360103,normal
11.291804,normal
11.225166,normal
11.159243,normal
11.094492,normal
11.037252,normal
10.996612,normal
11.34752,normal
11.466068,normal
11.425189,normal
11.362104,normal
11.299261,normal
11.236874,normal
11.176688,normal
11.12054,normal
11.068119,normal
11.019305,normal
11.047236,normal
11.450847,normal
11.494699,normal
11.450619,normal
11.387571,normal
11.321797,normal
11.259846,normal
11.200019,normal
11.143834,normal
11.090846,normal
11.044115,normal
10.999197,normal
11.229386,normal
11.48038,normal
11.463716,normal
11.402052,normal
11.333316,normal
11.264176,normal
11.194032,normal
11.125012,normal
11.064151,normal
11.009728,normal
11.136192,normal
11.462686,normal
11.464542,normal
11.411523,normal
11.348371,normal
