8624305,2020-01-31 15:34,37.75077,3,1,F
8624305,2020-01-31 15:39,37.6848,3,1,F
8624305,2020-01-31 15:44,37.60841,3,1,F
8624305,2020-01-31 15:49,37.618153,3,1,F
8624305,2020-01-31 15:54,37.583817,3,1,F
8624305,2020-01-31 15:59,37.610435,3,1,F
8624305,2020-01-31 16:04,37.638695,3,1,F
8624305,2020-01-31 16:09,37.605324,3,1,F
8624305,2020-01-31 16:14,37.59857,3,1,F
8624305,2020-01-31 16:19,37.59529,3,1,F
8624305,2020-01-31 16:24,37.571373,3,1,F
8624305,2020-01-31 16:29,37.59481,3,1,F
8624305,2020-01-31 16:34,37.576775,3,1,F
8624305,2020-01-31 16:39,37.59317,3,1,F
8624305,2020-01-31 16:44,37.57986,3,1,F
8624305,2020-01-31 16:49,37.608604,3,1,F
8624305,2020-01-31 16:54,37.633293,3,1,F
8624305,2020-01-31 16:59,37.5571,3,1,F
8624305,2020-01-31 17:04,37.652294,3,1,F
8624305,2020-01-31 17:09,37.609085,3,1,F
8624305,2020-01-31 17:14,37.595486,3,1,F
8624305,2020-01-31 17:19,37.624805,3,1,F
8624305,2020-01-31 17:24,37.633198,3,1,F
8624305,2020-01-31 17:29,37.685955,3,1,F
8624305,2020-01-31 17:34,37.672646,3,1,F
8624305,2020-01-31 17:39,37.635513,3,1,F
8624305,2020-01-31 17:44,37.630306,3,1,F
8624305,2020-01-31 17:49,37.62876,3,1,F
8624305,2020-01-31 17:54,37.653744,3,1,F
8624305,2020-01-31 17:59,37.641495,3,1,F
8624305,2020-01-31 18:04,37.637634,3,1,F
8624305,2020-01-31 18:09,37.657505,3,1,F
8624305,2020-01-31 18:14,37.68702,3,1,F
8624305,2020-01-31 18:19,37.679688,3,1,F
8624305,2020-01-31 18:24,37.632137,3,1,F
8624305,2020-01-31 18:29,37.65538,3,1,F
8624305,2020-01-31 18:34,37.70293,3,1,F
8624305,2020-01-31 18:39,37.650463,3,1,F
8624305,2020-01-31 18:44,37.703415,3,1,F
8624305,2020-01-31 18:49,37.65268,3,1,F
8624305,2020-01-31 18:54,37.625095,3,1,F
8624305,2020-01-31 18:59,37.591145,3,1,F
8624305,2020-01-31 19:04,37.583817,3,1,F
8624305,2020-01-31 19:09,37.60764,3,1,F
8624305,2020-01-31 19:14,37.56038,3,1,F
8624305,2020-01-31 19:19,37.59269,3,1,F
8624305,2020-01-31 19:24,37.56703,3,1,F
8624305,2020-01-31 19:29,37.613617,3,1,F
8624305,2020-01-31 19:34,37.562115,3,1,F
8624305,2020-01-31 19:39,37.569057,3,1,F
8624305,2020-01-31 19:44,37.574554,3,1,F
8624305,2020-01-31 19:49,37.6033,3,1,F
8624305,2020-01-31 19:54,37.577065,3,1,F
8624305,2020-01-31 19:59,37.57147,3,1,F
8624305,2020-01-31 20:04,37.557003,3,1,F
8624305,2020-01-31 20:09,37.567417,3,1,F
8624305,2020-01-31 20:14,37.61574,3,1,F
8624305,2020-01-31 20:19,37.62047,3,1,F
8624305,2020-01-31 20:24,37.629917,3,1,F
8624305,2020-01-31 20:29,37.646797,3,1,F
8624305,2020-01-31 20:34,37.61931,3,1,F
8624305,2020-01-31 20:39,37.621044,3,1,F
8624305,2020-01-31 20:44,37.63011,3,1,F
8624305,2020-01-31 20:49,37.5897,3,1,F
8624305,2020-01-31 20:54,37.62847,3,1,F
8624305,2020-01-31 20:59,37.62683,3,1,F
8624305,2020-01-31 21:04,37.55951,3,1,F
8624305,2020-01-31 21:09,37.602238,3,1,F
8624305,2020-01-31 21:14,37.5924,3,1,F
8624305,2020-01-31 21:19,37.584587,3,1,F
8624305,2020-01-31 21:24,37.60764,3,1,F
8624305,2020-01-31 21:29,37.62413,3,1,F
8624305,2020-01-31 21:34,37.588253,3,1,F
8624305,2020-01-31 21:39,37.586613,3,1,F
8624305,2020-01-31 21:44,37.599728,3,1,F
8624305,2020-01-31 21:49,37.57909,3,1,F
8624305,2020-01-31 21:54,37.578896,3,1,F
8624305,2020-01-31 21:59,37.565777,3,1,F
8624305,2020-01-31 22:04,37.625965,3,1,F
8624305,2020-01-31 22:09,37.577545,3,1,F
8624305,2020-01-31 22:14,37.589603,3,1,F
8624305,2020-01-31 22:19,37.58613,3,1,F
8624305,2020-01-31 22:24,37.619694,3,1,F
8624305,2020-01-31 22:29,37.59452,3,1,F
8624305,2020-01-31 22:34,37.632618,3,1,F
8624305,2020-01-31 22:39,37.648052,3,1,F
8624305,2020-01-31 22:44,37.596066,3,1,F
8624305,2020-01-31 22:49,37.641205,3,1,F
8624305,2020-01-31 22:54,37.640915,3,1,F
